Selected,Order ID,ship-city,index,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by,Day,Month,Year
No,406-6000795-6586761,Thane,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,L,Shipped,< 0.125,INR,0.129481 - 0.150045,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,406-6000795-6586761,Thane,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XL,Shipped,< 0.125,INR,≥ 0.150045,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,408-6277729-7040343,Lucknow,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,L,Shipped,< 0.125,INR,< 0.0728844,Uttar pradesh,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,171-1509149-9058705,New delhi,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Delhi,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,402-3318579-2119533,Noida,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,< 0.125,INR,≥ 0.150045,Uttar pradesh,< 0.185215,IN,True,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,403-5593026-9347562,Mohali,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XS,Shipped,< 0.125,INR,0.101365 - 0.129481,Punjab,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,406-4896397-9290723,Bhavanisagar,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,0.0728844 - 0.101365,Tamil nadu,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,404-5258736-9730702,Udupi,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XXL,Shipped,< 0.125,INR,0.101365 - 0.129481,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,408-7011298-1654734,Lalitpur,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,< 0.125,INR,0.101365 - 0.129481,Uttar pradesh,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,405-3304814-1312365,Vadodara,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,L,Shipped,< 0.125,INR,< 0.0728844,Gujarat,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,402-2272576-7017914,Greater noida,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,3XL,Shipped,< 0.125,INR,0.129481 - 0.150045,Uttar pradesh,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,402-5710564-5153912,Surat,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Ethnic Dress,M,Shipped,< 0.125,INR,≥ 0.150045,Gujarat,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,406-9421834-1885905,Vasai virar,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,3XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,408-9970598-7920311,Mumbai,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,< 0.125,INR,0.129481 - 0.150045,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,406-1925848-6848322,New delhi,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,M,Shipped,< 0.125,INR,0.101365 - 0.129481,Delhi,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,407-4852274-5168358,Mumbai,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,3XL,Shipped,< 0.125,INR,< 0.0728844,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,403-6161646-8883512,Bengaluru,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,< 0.125,INR,0.101365 - 0.129481,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,405-4358398-5216368,Gurugram,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XS,Shipped,< 0.125,INR,0.101365 - 0.129481,Haryana,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,407-0359048-9347534,Ntpc barh township,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,< 0.125,INR,0.0728844 - 0.101365,Bihar,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,171-6553288-5469106,Daltonganj,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blouse,XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Jharkhand,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,171-6250995-3457912,Daltonganj,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Blouse,XL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Jharkhand,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,407-6310387-8713146,Dandeli,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,< 0.0728844,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,404-0760745-3199518,Varanasi,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,M,Shipped,< 0.125,INR,< 0.0728844,Uttar pradesh,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,405-8495352-8146727,Bengaluru,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XXL,Shipped,< 0.125,INR,< 0.0728844,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,405-4361306-9655511,Warangal urban,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XL,Shipped,< 0.125,INR,< 0.0728844,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,408-4906834-9835503,Allahabad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XXL,Shipped,< 0.125,INR,< 0.0728844,Uttar pradesh,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,171-3766445-1760302,Visakhapatnam,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,< 0.0728844,Andhra pradesh,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,407-2924667-8108306,Chennai,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,< 0.125,INR,≥ 0.150045,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,171-6224483-5859534,Ongole,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Ethnic Dress,XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Andhra pradesh,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,171-6224483-5859534,Ongole,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,L,Shipped,< 0.125,INR,0.129481 - 0.150045,Andhra pradesh,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,408-7943508-3218760,Ghaziabad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,3XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Uttar pradesh,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,408-0362147-1324316,Allahabad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XXL,Shipped,< 0.125,INR,< 0.0728844,Uttar pradesh,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,407-1626888-8551520,Lucknow,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,3XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Uttar pradesh,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,403-5040616-1044331,Hyderabad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Kurta,L,Shipped,< 0.125,INR,0.0728844 - 0.101365,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,407-4792580-7919568,Chennai,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,M,Shipped,< 0.125,INR,0.129481 - 0.150045,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,408-9300130-8846749,Allahabad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XXL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Uttar pradesh,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,171-5159003-2292313,Kolkata,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,< 0.0728844,West bengal,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,171-5338117-4498730,Thrissur,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,L,Shipped,< 0.125,INR,< 0.0728844,Kerala,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,403-2455830-7397918,New delhi,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,L,Shipped,< 0.125,INR,< 0.0728844,Delhi,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,405-1877931-2813966,Mumbai,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XXL,Shipped,< 0.125,INR,≥ 0.150045,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,402-0826670-5933915,Yellapur,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,< 0.125,INR,≥ 0.150045,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,402-2672509-9109938,Satna,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,0.0728844 - 0.101365,Madhya pradesh,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,403-2606886-9556366,Aurangabad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Kurta,XS,Shipped,< 0.125,INR,0.0728844 - 0.101365,Maharashtra,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,408-9400264-3459539,Kolkata  39,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XXL,Shipped,< 0.125,INR,< 0.0728844,West bengal,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,171-1259014-2173152,Ahmedabad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,< 0.125,INR,0.129481 - 0.150045,Gujarat,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,403-9592339-5383506,Nagpur,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,M,Shipped,< 0.125,INR,0.129481 - 0.150045,Maharashtra,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,406-5247402-3296349,Kalyan,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,L,Shipped,< 0.125,INR,0.101365 - 0.129481,Maharashtra,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,405-3164248-6652331,Bengaluru,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XS,Shipped,< 0.125,INR,0.129481 - 0.150045,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,402-3281128-3760337,Hyderabad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,< 0.125,INR,≥ 0.150045,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,403-8711179-7267509,Kolkata,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,XXL,Shipped,< 0.125,INR,0.0728844 - 0.101365,West bengal,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,405-1489152-2910718,New delhi,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,3XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Delhi,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,407-5543180-2456351,Jamshedpur,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,< 0.125,INR,≥ 0.150045,Jharkhand,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,403-1457604-7661966,Kolkata,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,3XL,Shipped,< 0.125,INR,0.0728844 - 0.101365,West bengal,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,404-6174411-3935567,Mumbai,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,< 0.125,INR,0.101365 - 0.129481,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,407-4354205-9287561,Bhimavaram,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XL,Shipped,< 0.125,INR,< 0.0728844,Andhra pradesh,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,407-4354205-9287561,Bhimavaram,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XL,Shipped,< 0.125,INR,< 0.0728844,Andhra pradesh,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,404-0207604-1545902,Kolkata,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Set,L,Shipped,< 0.125,INR,0.101365 - 0.129481,West bengal,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,405-7779388-7109942,Padmapur,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,< 0.125,INR,0.129481 - 0.150045,Odisha,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,408-6146721-4411520,Dharwad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,L,Shipped,< 0.125,INR,< 0.0728844,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,405-6427269-9523535,Noida,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,< 0.125,INR,0.0728844 - 0.101365,Uttar pradesh,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,408-3119797-7869109,Pithoragarh,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,< 0.125,INR,< 0.0728844,Uttarakhand,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,408-2132670-7257122,Kalimpong,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XS,Shipped,< 0.125,INR,≥ 0.150045,West bengal,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,406-7070129-5420305,Wanaparthy,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XXL,Shipped,< 0.125,INR,< 0.0728844,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,408-3554640-7012315,Rangia,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XXL,Shipped,< 0.125,INR,≥ 0.150045,Assam,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,407-2296131-6536309,Ernakulam,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Kerala,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,402-6701637-3010718,Pune,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,< 0.125,INR,≥ 0.150045,Maharashtra,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,402-6247111-6137168,Pune,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XXL,Shipped,< 0.125,INR,< 0.0728844,Maharashtra,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,402-9558236-8945928,Ahmedabad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,M,Shipped,< 0.125,INR,0.129481 - 0.150045,Gujarat,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,402-4346422-5501937,New delhi,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,0.0728844 - 0.101365,Delhi,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,407-4534106-8233146,Bengaluru,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,M,Shipped,< 0.125,INR,0.129481 - 0.150045,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,403-6824876-8637935,Jaipur,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XL,Shipped,< 0.125,INR,< 0.0728844,Rajasthan,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,403-6825694-2303533,Balotra,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,< 0.125,INR,0.101365 - 0.129481,Rajasthan,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,405-1627098-9675501,Peruvallur,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XXL,Shipped,< 0.125,INR,≥ 0.150045,Kerala,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,405-1627098-9675501,Peruvallur,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XXL,Shipped,< 0.125,INR,≥ 0.150045,Kerala,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,406-7370117-5710740,Patna,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,< 0.125,INR,0.101365 - 0.129481,Bihar,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,403-3389174-5885932,Sodpur,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,< 0.0728844,West bengal,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,405-2647836-0129151,Varanasi,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Kurta,XS,Shipped,< 0.125,INR,0.0728844 - 0.101365,Uttar pradesh,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,408-1905388-2930746,Rewa,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Set,M,Shipped,< 0.125,INR,0.101365 - 0.129481,Madhya pradesh,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,405-4415319-7221165,Kolkata,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,L,Shipped,< 0.125,INR,0.0728844 - 0.101365,West bengal,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,408-0653242-6750723,Kakkanad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,L,Shipped,< 0.125,INR,0.0728844 - 0.101365,Kerala,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
No,403-6651704-9491509,Canacona,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Western Dress,3XL,Shipped,< 0.125,INR,0.129481 - 0.150045,Goa,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.166667 - 0.5,single_value
